Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",376,0,1.36,0,0,2.2,Same,Yes,5.42,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",616,3,2.2,1.36,0.35,3.71,Same,No,2.54,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",145,0,0.83,0,0,4.44,Same,Yes,2.95,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",817,1,3.92,0.26,0.01,1.26,Same,Yes,1.49,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",255,0,1.48,0,0,2.03,Same,Yes,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",9,0,0.04,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",39,0,0.13,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",904,3,2.71,1.11,0.28,3.01,Same,No,0.62,
2023,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",437,1,1.82,0.55,0.03,2.71,Same,Yes,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",434,3,2.14,1.4,0.36,3.82,Same,No,1.03,
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",239,0,0.14,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",12,0,0.02,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",74,0,1.37,0,0,2.19,Same,Yes,3.33,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",204,2,3.97,0.5,0.08,1.66,Same,Yes,3.36,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",630,1,5.61,0.18,0.01,0.88,Better,Yes,0.57,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000127,Torrance Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",187,0,0.49,0,0,7.47,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",2337,2,15.39,0.13,0.02,0.43,Better,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",102,0,0.62,0,0,5.91,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",28,0,0.61,0,0,6.02,Same,Yes,0.77,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",15,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",784,1,1.03,0.97,0.05,4.8,Same,No,0.89,
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",129,0,3.47,0,0,0.86,Better,Yes,1.23,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",23,0,0.15,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",261,0,1.59,0,0,1.89,Same,Yes,2.26,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",199,0,0.87,0,0,4.24,Same,Yes,0.82,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",45,0,0.5,0,0,7.38,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",30,0,0.28,0,0,13.18,Same,Yes,2.87,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",42,0,0.31,0,0,11.86,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",6,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",15,0,0.14,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",49,0,0.16,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",353,0,3.3,0,0,0.91,Better,Yes,1.65,
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",53,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",5,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",17,0,0.29,0,0,12.55,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",80,0,1.51,0,0,1.99,Same,Yes,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",25,0,0.19,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",12,0,0.12,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000128,St. Francis Medical Center,Acute Care Hospital,"Community, >250 Beds",56,1,0.11,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",2305,4,9.31,0.43,0.14,1.04,Same,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",112,0,0.28,0,0,12.99,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",43,0,0.43,0,0,8.64,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",17,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",746,1,0.58,1.72,0.04,9.56,Same,No,0.71,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",46,1,0.93,1.07,0.03,5.97,Same,No,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",14,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",3,1,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",97,0,0.38,0,0,9.73,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",282,1,0.73,1.37,0.04,7.65,Same,No,3.36,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",13,0,0.17,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",99,0,0.64,0,0,5.76,Same,Yes,0.56,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",29,0,0.16,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",5,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",152,0,0.45,0,0,8.14,Same,Yes,2.37,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",187,0,0.62,0,0,5.99,Same,Yes,1.33,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",92,0,0.8,0,0,4.6,Same,Yes,3.8,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",55,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",30,0,0.06,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",9,0,0.07,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",25,0,0.5,0,0,7.42,Same,Yes,1.16,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",242,0,2.3,0,0,1.3,Same,Yes,5.41,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000129,Valley Presbyterian Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,2523,7,14.59,0.48,0.21,0.95,Better,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,107,1,0.31,3.2,0.08,17.8,Same,No,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,1106,1,2.95,0.34,0.02,1.67,Same,Yes,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,73,1,1.78,0.56,0.03,2.77,Same,Yes,2.28,
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,88,0,0.55,0,0,6.76,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,342,1,1.36,0.74,0.04,3.64,Same,No,2.42,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,34,0,0.46,0,0,8,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,103,0,1.79,0,0,1.67,Same,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,80,0,0.63,0,0,5.88,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,5,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,14,0,0.05,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,255,2,2.33,0.86,0.14,2.83,Same,No,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,31,0,0.11,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,107,1,0.88,1.14,0.03,6.37,Same,No,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,41,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,11,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,14,0,0.1,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,40,0,0.72,0,0,5.12,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,49,0,0.4,0,0,9.15,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000132,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,Major Teaching,18,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",73,0,0.38,0,0,9.61,Same,Yes,,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",10,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",4,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",11,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",6,0,0.05,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",15,0,0.06,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",12,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",3,0,0.05,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000133,Pacifica Hospital of the Valley,Acute Care Hospital,"Community, <125 Beds",3,0,0.06,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",210,1,1.08,0.92,0.05,4.55,Same,No,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",9,1,0.18,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.05,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.04,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.21,0,0,18,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.06,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.1,,,,,,2.55,
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.07,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000140,Sherman Oaks Hospital,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.16,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",840,0,1.94,0,0,1.54,Same,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",46,0,0.11,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",459,0,0.44,0,0,8.46,Same,Yes,0.95,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.22,0,0,16.69,Same,Yes,1.38,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",49,0,0.33,0,0,11.18,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",141,0,0.28,0,0,12.99,Same,Yes,0,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.1,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.04,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.05,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.21,0,0,17.32,Same,Yes,2.74,\ See Data Dictionary
2023,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.02,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.03,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.05,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,0,
2023,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000151,Whittier Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, 125-250 Beds",517,1,2.64,0.38,0.02,1.87,Same,Yes,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, 125-250 Beds",62,0,0.15,,,,,,,
2023,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000157,Providence Little Company of Mary Medical Center San Pedro,Acute Care Hospital,"Community, 125-250 Beds",20,1,0.49,2.05,0.05,11.39,Same,No,0,\ See Data Dictionary
